,tname,specie,lenght,er,param,cov,model,mapped,unmapped,wrongalign,r0,r5,r10,r20
394,bwamem,vih,5000,0.95,-k#5#-w#1.vcf,5,r103,12,0,0,2,5,0,0
395,bwamem,vih,5000,0.80,#.vcf,5,r103,8,0,0,1,3,1,3
396,bwamem,vih,5000,0.80,-k#7#-W#10.vcf,5,r103,8,0,0,1,3,1,3
397,bwamem,vih,5000,0.80,-k#5#-w#1.vcf,5,r103,42,0,0,0,0,0,0
398,bwamem,vih,4000,0.95,#.vcf,5,r103,11,0,0,3,5,2,1
399,bwamem,vih,4000,0.95,-k#7#-W#10.vcf,5,r103,11,0,0,3,5,2,1
400,bwamem,vih,4000,0.95,-k#5#-w#1.vcf,5,r103,28,0,0,3,5,1,0
401,bwamem,vih,4000,0.80,#.vcf,5,r103,10,1,0,0,5,3,0
402,bwamem,vih,4000,0.80,-k#7#-W#10.vcf,5,r103,11,0,0,0,5,3,1
403,bwamem,vih,4000,0.80,-k#5#-w#1.vcf,5,r103,86,0,0,0,1,0,1
404,bwamem,covid,5000,0.95,#.vcf,5,r103,28,0,0,5,19,4,0
405,bwamem,covid,5000,0.95,-k#7#-W#10.vcf,5,r103,28,0,0,5,19,4,0
406,bwamem,covid,5000,0.95,-k#5#-w#1.vcf,5,r103,58,0,0,2,10,2,1
407,bwamem,covid,5000,0.80,#.vcf,5,r103,17,1,0,0,7,5,5
408,bwamem,covid,5000,0.80,-k#7#-W#10.vcf,5,r103,18,0,0,0,8,5,5
409,bwamem,covid,5000,0.80,-k#5#-w#1.vcf,5,r103,219,0,0,0,2,1,0
410,bwamem,covid,4000,0.95,#.vcf,5,r103,36,0,0,3,26,6,1
411,bwamem,covid,4000,0.95,-k#7#-W#10.vcf,5,r103,36,0,0,3,26,6,1
412,bwamem,covid,4000,0.95,-k#5#-w#1.vcf,5,r103,68,0,0,3,17,4,0
413,bwamem,covid,4000,0.80,#.vcf,5,r103,16,0,0,1,9,6,0
414,bwamem,covid,4000,0.80,-k#7#-W#10.vcf,5,r103,16,0,0,1,9,6,0
415,bwamem,covid,4000,0.80,-k#5#-w#1.vcf,5,r103,262,0,0,0,0,0,0
416,perfect,vih,5000,0.95,perfect.vcf,5,r103,8,0,0,8,0,0,0
417,perfect,vih,5000,0.80,perfect.vcf,5,r103,8,0,0,8,0,0,0
418,perfect,vih,4000,0.95,perfect.vcf,5,r103,11,0,0,11,0,0,0
419,perfect,vih,4000,0.80,perfect.vcf,5,r103,11,0,0,11,0,0,0
420,perfect,covid,5000,0.95,perfect.vcf,5,r103,28,0,0,28,0,0,0
421,perfect,covid,5000,0.80,perfect.vcf,5,r103,18,0,0,18,0,0,0
422,perfect,covid,4000,0.95,perfect.vcf,5,r103,36,0,0,36,0,0,0
423,perfect,covid,4000,0.80,perfect.vcf,5,r103,16,0,0,16,0,0,0
